Weight (g),Color,Diameter (cm),Fruit Type
114,Yellow,4.69,Banana
108,Yellow,4.74,Banana
15,Red,2.13,Lychee
2365,Brown,15.52,Coconut
24,Pink,2.13,Lychee
338,Yellow,11.99,Mango
3199,Green,28.47,Watermelon
14,Green,1.95,Grape
1149,Orange,10.6,Papaya
3190,Green,26.8,Watermelon
1336,Yellow,18.05,Pineapple
130,Yellow,4.58,Banana
1760,Brown,17.17,Pineapple
149,Green,8.01,Apple
88,Yellow,4.97,Banana
279,Orange,9.36,Orange
4120,Green,28.43,Watermelon
1287,Yellow,17.45,Pineapple
1611,Brown,14.23,Pineapple
1493,Brown,15.0,Pineapple
1272,Green,17.83,Papaya
843,Green,10.82,Papaya
686,Green,12.89,Papaya
157,Orange,9.05,Orange
1778,Brown,23.41,Coconut
203,Orange,9.92,Orange
15,Pink,2.43,Lychee
1594,Brown,19.49,Pineapple
9,Green,1.39,Grape
19,Pink,2.06,Lychee
1085,Orange,19.89,Papaya
2190,Green,21.79,Watermelon
3714,Green,29.26,Watermelon
165,Green,7.93,Apple
310,Red,8.77,Mango
13,Green,1.25,Grape
2936,Green,25.49,Watermelon
122,Green,8.6,Apple
1098,Brown,16.82,Coconut
3668,Green,21.98,Watermelon
4387,Green,29.94,Watermelon
147,Yellow,4.66,Banana
6,Purple,1.88,Grape
1581,Yellow,19.79,Pineapple
2377,Brown,19.95,Coconut
160,Orange,6.68,Orange
240,Orange,6.32,Orange
16,Red,2.39,Lychee
276,Orange,8.88,Orange
1220,Green,13.61,Papaya
2578,Green,22.18,Watermelon
1005,Yellow,15.72,Papaya
1554,Green,19.67,Coconut
5,Green,1.62,Grape
649,Orange,14.8,Papaya
15,Green,1.18,Grape
188,Green,8.53,Apple
190,Orange,8.34,Orange
92,Yellow,3.48,Banana
212,Orange,8.59,Orange
199,Red,8.45,Apple
123,Yellow,3.02,Banana
86,Yellow,3.06,Banana
308,Red,8.06,Mango
1988,Green,17.28,Coconut
116,Yellow,4.0,Banana
83,Yellow,4.54,Banana
12,Purple,1.83,Grape
338,Red,10.27,Mango
15,Pink,2.31,Lychee
4240,Green,24.48,Watermelon
247,Orange,9.44,Orange
1117,Brown,20.5,Coconut
127,Yellow,4.1,Banana
139,Yellow,3.33,Banana
544,Orange,13.83,Papaya
1492,Yellow,18.36,Papaya
165,Red,8.64,Apple
286,Red,9.41,Mango
110,Yellow,4.54,Banana
1732,Green,17.92,Coconut
380,Red,8.83,Mango
21,Pink,2.94,Lychee
663,Yellow,19.09,Papaya
1072,Orange,11.34,Papaya
5,Purple,1.38,Grape
183,Orange,7.16,Orange
284,Orange,9.69,Orange
23,Red,2.32,Lychee
193,Orange,8.49,Orange
1562,Green,22.26,Coconut
13,Purple,1.72,Grape
17,Red,2.41,Lychee
1591,Brown,12.8,Pineapple
3636,Green,22.28,Watermelon
195,Orange,9.32,Orange
92,Yellow,4.75,Banana
232,Red,11.41,Mango
132,Red,8.01,Apple
1127,Green,15.1,Coconut
263,Red,11.03,Mango
11,Purple,1.21,Grape
151,Orange,9.26,Orange
149,Green,7.05,Apple
1254,Yellow,14.09,Papaya
270,Yellow,11.1,Mango
169,Orange,9.76,Orange
2768,Green,20.9,Watermelon
1459,Yellow,14.51,Pineapple
134,Green,6.86,Apple
4107,Green,29.17,Watermelon
8,Green,1.16,Grape
1278,Yellow,14.62,Pineapple
194,Green,8.2,Apple
289,Orange,8.2,Orange
1115,Orange,17.52,Papaya
85,Yellow,4.96,Banana
1079,Brown,15.33,Coconut
19,Pink,2.86,Lychee
3640,Green,24.07,Watermelon
100,Yellow,4.48,Banana
10,Purple,1.61,Grape
3266,Green,21.59,Watermelon
133,Yellow,4.28,Banana
270,Yellow,9.32,Mango
23,Pink,2.46,Lychee
754,Orange,12.08,Papaya
136,Green,7.75,Apple
4823,Green,28.4,Watermelon
14,Purple,1.66,Grape
2465,Green,15.93,Coconut
313,Red,9.66,Mango
223,Yellow,9.46,Mango
1019,Yellow,13.09,Pineapple
18,Pink,2.76,Lychee
556,Yellow,17.08,Papaya
1122,Yellow,10.19,Papaya
386,Green,9.81,Mango
1723,Brown,19.73,Coconut
148,Red,7.07,Apple
4500,Green,28.79,Watermelon
3271,Green,24.37,Watermelon
18,Red,2.67,Lychee
1434,Yellow,14.59,Papaya
122,Red,6.23,Apple
1126,Orange,11.63,Papaya
166,Red,7.63,Apple
82,Yellow,3.76,Banana
1330,Brown,21.06,Coconut
575,Green,13.01,Papaya
273,Orange,6.62,Orange
298,Orange,7.44,Orange
2826,Green,27.35,Watermelon
258,Yellow,10.81,Mango
727,Yellow,10.66,Papaya
20,Red,2.93,Lychee
157,Green,7.15,Apple
1860,Yellow,12.23,Pineapple
1194,Yellow,16.73,Pineapple
242,Red,11.89,Mango
139,Yellow,4.21,Banana
296,Orange,9.79,Orange
1594,Yellow,13.14,Pineapple
12,Green,1.76,Grape
610,Yellow,14.65,Papaya
1282,Yellow,11.74,Papaya
396,Green,8.51,Mango
235,Orange,6.04,Orange
151,Green,7.61,Apple
306,Red,9.97,Mango
1835,Yellow,16.12,Pineapple
3930,Green,29.38,Watermelon
1309,Green,23.22,Coconut
816,Yellow,19.06,Papaya
1301,Orange,14.22,Papaya
4391,Green,27.09,Watermelon
15,Red,2.37,Lychee
1046,Brown,12.06,Pineapple
7,Purple,1.38,Grape
6,Green,1.54,Grape
139,Red,8.24,Apple
11,Purple,1.59,Grape
7,Green,1.89,Grape
5,Purple,1.21,Grape
229,Green,8.72,Mango
16,Red,2.67,Lychee
88,Yellow,3.3,Banana
2160,Green,20.67,Watermelon
1429,Brown,16.19,Pineapple
1355,Yellow,19.38,Papaya
17,Red,2.79,Lychee
184,Red,8.9,Apple
4062,Green,21.96,Watermelon
21,Pink,2.88,Lychee
904,Green,15.33,Papaya
1404,Brown,19.43,Coconut
2410,Green,25.77,Watermelon
2204,Green,21.34,Watermelon
1287,Yellow,13.14,Pineapple
222,Orange,8.03,Orange
1681,Yellow,17.78,Pineapple
2277,Green,19.24,Coconut
161,Red,6.52,Apple
1047,Yellow,10.53,Papaya
135,Yellow,3.59,Banana
1876,Brown,20.69,Coconut
151,Green,8.87,Apple
1819,Green,19.37,Coconut
118,Yellow,3.95,Banana
1628,Green,20.92,Coconut
1165,Brown,22.33,Coconut
4018,Green,28.05,Watermelon
1062,Brown,21.51,Coconut
22,Red,2.04,Lychee
391,Red,11.35,Mango
9,Green,1.88,Grape
1314,Yellow,12.15,Pineapple
547,Green,16.24,Papaya
13,Green,1.71,Grape
6,Green,1.18,Grape
21,Red,2.49,Lychee
24,Pink,2.27,Lychee
1895,Brown,14.12,Pineapple
22,Pink,2.88,Lychee
3014,Green,29.95,Watermelon
126,Green,8.89,Apple
358,Green,11.48,Mango
2972,Green,25.67,Watermelon
1167,Yellow,12.06,Pineapple
16,Red,2.84,Lychee
230,Red,9.61,Mango
116,Yellow,4.56,Banana
241,Orange,9.68,Orange
23,Pink,2.51,Lychee
82,Yellow,3.7,Banana
24,Pink,2.23,Lychee
190,Red,6.96,Apple
1929,Green,24.96,Coconut
4122,Green,23.13,Watermelon
211,Orange,9.19,Orange
129,Yellow,4.1,Banana
362,Yellow,9.41,Mango
385,Green,9.71,Mango
237,Orange,7.4,Orange
1505,Yellow,15.18,Pineapple
2224,Green,21.06,Watermelon
11,Purple,1.14,Grape
192,Orange,9.29,Orange
131,Green,8.75,Apple
13,Green,1.56,Grape
21,Red,2.05,Lychee
1001,Yellow,15.99,Papaya
2367,Green,22.85,Watermelon
202,Orange,6.26,Orange
622,Green,14.56,Papaya
179,Red,8.1,Apple
132,Yellow,4.3,Banana
113,Yellow,3.84,Banana
3006,Green,24.27,Watermelon
140,Green,8.59,Apple
2463,Green,21.3,Coconut
1832,Brown,16.96,Coconut
281,Orange,6.94,Orange
2420,Green,29.52,Watermelon
253,Red,10.44,Mango
243,Orange,9.98,Orange
166,Orange,9.23,Orange
2787,Green,27.68,Watermelon
1673,Brown,13.35,Pineapple
100,Yellow,3.93,Banana
651,Green,14.45,Papaya
1912,Yellow,12.95,Pineapple
254,Yellow,11.62,Mango
4884,Green,24.55,Watermelon
15,Purple,1.17,Grape
99,Yellow,3.92,Banana
2559,Green,25.87,Watermelon
178,Red,8.75,Apple
233,Yellow,10.61,Mango
9,Green,1.27,Grape
11,Purple,1.78,Grape
86,Yellow,3.35,Banana
126,Yellow,3.99,Banana
215,Red,10.22,Mango
276,Orange,6.0,Orange
1890,Brown,21.01,Coconut
515,Green,11.8,Papaya
364,Green,11.22,Mango
1377,Green,21.95,Coconut
266,Red,10.49,Mango
1041,Green,19.82,Coconut
2519,Green,20.13,Watermelon
1195,Green,22.0,Coconut
8,Green,1.99,Grape
2183,Green,15.92,Coconut
24,Red,2.49,Lychee
4059,Green,21.69,Watermelon
561,Yellow,17.51,Papaya
136,Yellow,4.39,Banana
1297,Green,22.82,Coconut
1245,Brown,15.23,Pineapple
1162,Green,15.74,Coconut
104,Yellow,3.18,Banana
1951,Brown,22.91,Coconut
120,Yellow,4.09,Banana
186,Red,7.77,Apple
14,Purple,1.95,Grape
107,Yellow,4.17,Banana
1243,Brown,17.35,Pineapple
2142,Green,24.81,Coconut
6,Green,1.62,Grape
80,Yellow,4.48,Banana
84,Yellow,3.09,Banana
1542,Yellow,12.37,Pineapple
153,Red,8.9,Apple
17,Red,2.58,Lychee
163,Green,6.1,Apple
150,Red,6.82,Apple
197,Orange,7.29,Orange
174,Orange,9.27,Orange
18,Pink,2.38,Lychee
4116,Green,26.64,Watermelon
166,Green,8.63,Apple
3989,Green,26.48,Watermelon
1026,Orange,12.04,Papaya
1686,Brown,12.24,Pineapple
1263,Green,18.25,Coconut
1752,Brown,12.01,Pineapple
163,Red,6.55,Apple
274,Orange,6.94,Orange
2339,Green,16.91,Coconut
1129,Orange,16.27,Papaya
170,Red,8.57,Apple
16,Red,2.76,Lychee
3955,Green,23.94,Watermelon
20,Pink,2.71,Lychee
1945,Brown,19.49,Pineapple
94,Yellow,4.19,Banana
338,Yellow,9.52,Mango
1696,Brown,16.43,Coconut
13,Green,1.69,Grape
1427,Orange,13.43,Papaya
16,Pink,2.84,Lychee
17,Pink,2.15,Lychee
1112,Orange,16.71,Papaya
237,Orange,7.58,Orange
16,Pink,2.08,Lychee
282,Orange,8.05,Orange
1748,Yellow,12.12,Pineapple
194,Orange,8.6,Orange
96,Yellow,4.59,Banana
220,Orange,9.66,Orange
15,Red,2.09,Lychee
132,Green,7.24,Apple
1133,Green,15.86,Papaya
187,Red,8.51,Apple
15,Purple,1.98,Grape
1498,Yellow,15.74,Pineapple
22,Red,2.87,Lychee
324,Yellow,11.01,Mango
20,Red,2.52,Lychee
2131,Green,16.26,Coconut
1170,Yellow,14.2,Pineapple
901,Orange,11.01,Papaya
184,Green,7.1,Apple
133,Yellow,3.1,Banana
1213,Green,22.62,Coconut
21,Pink,2.63,Lychee
14,Green,1.66,Grape
22,Pink,2.75,Lychee
12,Green,1.21,Grape
2438,Green,23.36,Coconut
178,Orange,8.04,Orange
13,Purple,1.23,Grape
4259,Green,22.17,Watermelon
576,Yellow,14.92,Papaya
238,Yellow,9.74,Mango
20,Red,2.21,Lychee
296,Green,9.86,Mango
1374,Brown,14.69,Pineapple
17,Red,2.49,Lychee
184,Orange,6.39,Orange
1627,Brown,15.99,Pineapple
25,Red,2.12,Lychee
1106,Green,23.82,Coconut
133,Red,6.28,Apple
4054,Green,27.21,Watermelon
1810,Yellow,12.58,Pineapple
2585,Green,29.52,Watermelon
105,Yellow,4.43,Banana
1004,Green,24.19,Coconut
1200,Yellow,11.14,Papaya
109,Yellow,4.18,Banana
18,Red,2.17,Lychee
1486,Green,15.57,Papaya
1486,Yellow,12.9,Papaya
320,Red,8.23,Mango
376,Green,9.3,Mango
3495,Green,26.83,Watermelon
2250,Green,21.35,Coconut
177,Green,6.22,Apple
1426,Brown,19.08,Pineapple
193,Red,7.71,Apple
2474,Brown,24.55,Coconut
619,Green,19.71,Papaya
13,Purple,1.43,Grape
1830,Brown,18.54,Coconut
1468,Yellow,14.48,Pineapple
188,Red,7.74,Apple
1124,Green,24.93,Coconut
15,Red,2.1,Lychee
1740,Brown,18.43,Pineapple
110,Yellow,4.32,Banana
21,Red,2.26,Lychee
3924,Green,24.05,Watermelon
81,Yellow,3.89,Banana
1472,Green,16.37,Papaya
1941,Yellow,15.59,Pineapple
5,Purple,1.32,Grape
2114,Green,24.82,Watermelon
1431,Orange,16.58,Papaya
164,Orange,7.47,Orange
259,Orange,6.12,Orange
316,Green,8.54,Mango
1042,Yellow,15.22,Pineapple
195,Orange,8.03,Orange
208,Orange,7.27,Orange
19,Red,2.95,Lychee
128,Red,7.08,Apple
1170,Brown,15.95,Pineapple
112,Yellow,4.5,Banana
117,Yellow,3.84,Banana
12,Purple,1.03,Grape
17,Red,2.78,Lychee
5,Green,1.41,Grape
1459,Green,10.66,Papaya
99,Yellow,4.26,Banana
1145,Yellow,16.45,Papaya
4561,Green,29.89,Watermelon
124,Red,8.92,Apple
198,Green,6.86,Apple
251,Orange,7.48,Orange
349,Red,8.63,Mango
209,Orange,6.52,Orange
22,Red,2.94,Lychee
1388,Yellow,14.61,Papaya
191,Orange,8.26,Orange
870,Green,11.45,Papaya
19,Red,2.68,Lychee
17,Pink,2.17,Lychee
1011,Yellow,14.44,Papaya
205,Green,10.44,Mango
223,Orange,6.41,Orange
20,Red,2.57,Lychee
182,Green,7.85,Apple
13,Purple,1.76,Grape
148,Green,8.76,Apple
134,Red,7.61,Apple
140,Red,6.71,Apple
282,Yellow,11.5,Mango
328,Red,10.68,Mango
124,Yellow,4.74,Banana
1772,Brown,13.2,Pineapple
5,Green,1.35,Grape
20,Red,2.02,Lychee
1916,Yellow,15.86,Pineapple
165,Green,8.28,Apple
195,Green,6.7,Apple
95,Yellow,3.2,Banana
1937,Brown,20.71,Coconut
1084,Green,18.66,Papaya
1678,Yellow,12.4,Pineapple
116,Yellow,3.53,Banana
25,Red,2.6,Lychee
1418,Yellow,15.73,Papaya
25,Red,2.18,Lychee
228,Orange,9.49,Orange
222,Orange,6.75,Orange
130,Yellow,4.87,Banana
16,Pink,2.35,Lychee
249,Yellow,11.15,Mango
273,Orange,9.22,Orange
197,Green,7.44,Apple
1641,Brown,13.32,Pineapple
1335,Orange,15.72,Papaya
1269,Yellow,13.96,Papaya
184,Orange,9.57,Orange
314,Yellow,9.8,Mango
22,Red,2.98,Lychee
1033,Brown,13.22,Pineapple
174,Orange,9.02,Orange
137,Green,6.26,Apple
191,Red,6.25,Apple
165,Orange,9.42,Orange
587,Orange,12.99,Papaya
775,Green,11.27,Papaya
3989,Green,29.76,Watermelon
2082,Green,24.55,Coconut
1605,Brown,14.82,Pineapple
19,Pink,2.5,Lychee
1843,Brown,13.11,Pineapple
260,Green,9.5,Mango
184,Orange,7.71,Orange
179,Green,8.11,Apple
396,Yellow,10.37,Mango
171,Red,7.19,Apple
129,Yellow,3.78,Banana
1257,Yellow,14.8,Pineapple
18,Red,2.85,Lychee
114,Yellow,4.87,Banana
1003,Green,18.94,Coconut
1479,Brown,15.83,Pineapple
12,Purple,1.63,Grape
1043,Green,16.71,Coconut
689,Yellow,19.1,Papaya
3720,Green,22.6,Watermelon
288,Orange,6.7,Orange
1483,Orange,17.56,Papaya
15,Red,2.92,Lychee
129,Yellow,3.27,Banana
19,Pink,2.85,Lychee
1126,Green,17.7,Papaya
267,Yellow,10.0,Mango
1700,Brown,14.49,Pineapple
647,Green,15.08,Papaya
1295,Yellow,12.18,Pineapple
341,Yellow,10.94,Mango
2130,Brown,16.87,Coconut
1452,Yellow,19.63,Pineapple
1310,Brown,20.2,Coconut
8,Green,1.65,Grape
121,Yellow,4.37,Banana
10,Green,1.17,Grape
207,Orange,6.63,Orange
1626,Brown,22.33,Coconut
1982,Brown,13.4,Pineapple
166,Green,8.2,Apple
126,Yellow,4.09,Banana
277,Orange,6.79,Orange
138,Yellow,3.92,Banana
343,Green,10.9,Mango
1150,Green,24.16,Coconut
1465,Brown,13.71,Pineapple
123,Yellow,4.8,Banana
140,Yellow,4.85,Banana
297,Orange,8.86,Orange
22,Red,2.58,Lychee
23,Pink,2.95,Lychee
953,Orange,11.15,Papaya
1672,Green,22.44,Coconut
3487,Green,26.34,Watermelon
15,Purple,1.62,Grape
4469,Green,22.6,Watermelon
15,Pink,2.27,Lychee
1414,Yellow,17.07,Pineapple
8,Green,1.11,Grape
16,Pink,2.79,Lychee
20,Pink,2.51,Lychee
251,Orange,8.52,Orange
1332,Green,11.89,Papaya
1061,Yellow,14.23,Pineapple
19,Pink,2.51,Lychee
3308,Green,22.08,Watermelon
128,Red,8.82,Apple
1760,Brown,16.56,Pineapple
1319,Green,20.65,Coconut
208,Yellow,11.61,Mango
3938,Green,24.82,Watermelon
1763,Yellow,19.56,Pineapple
893,Yellow,11.26,Papaya
1203,Yellow,16.23,Pineapple
3603,Green,28.35,Watermelon
6,Purple,1.6,Grape
1300,Yellow,18.47,Papaya
259,Yellow,10.2,Mango
1695,Green,18.89,Coconut
112,Yellow,4.17,Banana
275,Orange,8.73,Orange
2195,Green,18.06,Coconut
152,Orange,6.03,Orange
4549,Green,27.74,Watermelon
1676,Yellow,16.67,Pineapple
234,Yellow,11.61,Mango
1516,Brown,24.26,Coconut
11,Purple,1.06,Grape
3010,Green,23.42,Watermelon
235,Green,8.63,Mango
145,Red,8.09,Apple
156,Orange,7.83,Orange
155,Red,8.33,Apple
376,Yellow,8.07,Mango
253,Orange,9.32,Orange
1573,Yellow,13.05,Pineapple
334,Yellow,11.93,Mango
2210,Brown,15.88,Coconut
4920,Green,22.36,Watermelon
1439,Brown,18.21,Coconut
24,Pink,2.04,Lychee
158,Red,8.44,Apple
9,Green,1.32,Grape
1337,Yellow,12.14,Pineapple
6,Green,1.33,Grape
1191,Brown,23.15,Coconut
306,Yellow,9.29,Mango
112,Yellow,3.04,Banana
1776,Green,17.22,Coconut
4394,Green,20.07,Watermelon
163,Red,6.05,Apple
227,Orange,6.5,Orange
212,Green,10.65,Mango
230,Green,10.3,Mango
105,Yellow,4.25,Banana
316,Red,10.69,Mango
230,Red,8.92,Mango
393,Yellow,8.69,Mango
590,Green,15.46,Papaya
302,Yellow,8.9,Mango
2119,Green,21.17,Watermelon
146,Yellow,4.37,Banana
1294,Green,20.44,Coconut
180,Red,7.18,Apple
1301,Brown,19.89,Coconut
1543,Brown,15.66,Coconut
11,Green,1.11,Grape
1229,Yellow,14.24,Papaya
110,Yellow,4.54,Banana
225,Yellow,8.24,Mango
1523,Yellow,14.24,Pineapple
150,Orange,8.17,Orange
10,Green,1.48,Grape
1900,Yellow,13.01,Pineapple
683,Green,17.81,Papaya
2444,Brown,17.81,Coconut
246,Red,9.57,Mango
268,Orange,9.42,Orange
23,Red,2.12,Lychee
12,Green,1.01,Grape
749,Orange,18.99,Papaya
1931,Yellow,16.4,Pineapple
4133,Green,27.88,Watermelon
283,Orange,6.41,Orange
9,Purple,1.33,Grape
236,Orange,9.14,Orange
4050,Green,22.13,Watermelon
574,Yellow,18.22,Papaya
22,Pink,2.28,Lychee
244,Green,8.45,Mango
282,Red,10.88,Mango
163,Orange,7.52,Orange
2346,Green,19.2,Coconut
4958,Green,27.85,Watermelon
1085,Yellow,19.78,Papaya
5,Green,1.04,Grape
257,Orange,8.5,Orange
142,Yellow,4.7,Banana
537,Orange,15.9,Papaya
4178,Green,23.52,Watermelon
153,Red,7.01,Apple
732,Orange,12.49,Papaya
234,Orange,8.71,Orange
155,Red,6.77,Apple
277,Orange,8.04,Orange
3672,Green,20.16,Watermelon
94,Yellow,4.3,Banana
4738,Green,27.43,Watermelon
5,Green,1.09,Grape
1123,Green,19.22,Papaya
280,Orange,9.14,Orange
368,Red,9.39,Mango
15,Purple,1.34,Grape
1579,Brown,13.27,Pineapple
9,Green,1.17,Grape
3499,Green,28.74,Watermelon
292,Orange,7.53,Orange
1766,Green,22.13,Coconut
145,Yellow,4.09,Banana
320,Red,11.01,Mango
1125,Brown,15.85,Pineapple
591,Green,10.64,Papaya
15,Red,2.89,Lychee
1254,Yellow,16.58,Papaya
1062,Yellow,18.04,Pineapple
4131,Green,21.83,Watermelon
881,Yellow,13.77,Papaya
636,Green,13.76,Papaya
220,Orange,7.63,Orange
2059,Green,25.53,Watermelon
1108,Yellow,15.83,Papaya
12,Green,1.07,Grape
1290,Green,20.27,Coconut
281,Orange,8.41,Orange
15,Green,1.0,Grape
23,Pink,2.41,Lychee
293,Red,10.27,Mango
9,Green,1.47,Grape
3361,Green,29.21,Watermelon
13,Green,1.13,Grape
115,Yellow,4.37,Banana
14,Green,1.08,Grape
1808,Brown,19.32,Coconut
147,Yellow,4.47,Banana
15,Green,1.76,Grape
1276,Yellow,17.29,Papaya
1045,Yellow,19.11,Pineapple
4932,Green,25.7,Watermelon
16,Pink,2.79,Lychee
1359,Yellow,14.89,Pineapple
1118,Yellow,19.23,Pineapple
1263,Green,19.75,Coconut
259,Red,8.62,Mango
195,Orange,9.69,Orange
206,Green,11.64,Mango
1888,Brown,12.55,Pineapple
1176,Brown,16.68,Pineapple
2351,Brown,17.41,Coconut
294,Green,9.47,Mango
17,Red,2.27,Lychee
3314,Green,26.52,Watermelon
1813,Brown,24.54,Coconut
128,Red,6.11,Apple
25,Pink,2.35,Lychee
21,Red,2.77,Lychee
2245,Green,29.1,Watermelon
25,Pink,2.77,Lychee
89,Yellow,3.23,Banana
771,Yellow,19.76,Papaya
17,Pink,2.19,Lychee
148,Yellow,4.13,Banana
24,Pink,2.18,Lychee
23,Red,2.93,Lychee
289,Orange,7.87,Orange
2232,Green,26.3,Watermelon
308,Yellow,10.13,Mango
338,Yellow,9.36,Mango
242,Red,8.77,Mango
134,Yellow,4.21,Banana
118,Yellow,3.33,Banana
627,Green,14.21,Papaya
396,Yellow,11.9,Mango
141,Green,6.12,Apple
21,Red,2.12,Lychee
300,Orange,7.23,Orange
150,Green,6.31,Apple
2159,Green,27.09,Watermelon
1011,Brown,24.82,Coconut
8,Purple,1.03,Grape
91,Yellow,4.29,Banana
398,Yellow,11.18,Mango
10,Green,1.26,Grape
198,Green,6.03,Apple
1846,Yellow,18.02,Pineapple
13,Green,1.78,Grape
11,Green,1.99,Grape
179,Orange,7.03,Orange
627,Green,13.35,Papaya
1281,Brown,12.82,Pineapple
8,Purple,1.73,Grape
125,Yellow,4.84,Banana
144,Red,8.95,Apple
1061,Orange,15.92,Papaya
12,Green,1.72,Grape
1483,Yellow,10.48,Papaya
346,Yellow,9.18,Mango
188,Green,6.37,Apple
18,Red,2.31,Lychee
2247,Green,25.22,Watermelon
3653,Green,27.2,Watermelon
24,Pink,2.14,Lychee
1034,Brown,22.0,Coconut
16,Red,2.72,Lychee
25,Pink,2.28,Lychee
6,Purple,1.81,Grape
118,Yellow,4.18,Banana
21,Red,2.72,Lychee
227,Orange,9.42,Orange
343,Green,9.72,Mango
146,Yellow,4.36,Banana
25,Pink,2.8,Lychee
14,Purple,1.51,Grape
144,Green,8.83,Apple
91,Yellow,4.75,Banana
144,Yellow,4.61,Banana
1062,Yellow,15.87,Pineapple
186,Green,7.37,Apple
1183,Brown,24.35,Coconut
1849,Yellow,17.92,Pineapple
156,Green,6.24,Apple
2783,Green,23.57,Watermelon
18,Pink,2.22,Lychee
2395,Brown,20.01,Coconut
174,Red,6.94,Apple
118,Yellow,3.59,Banana
1196,Brown,18.9,Pineapple
276,Orange,7.13,Orange
267,Orange,8.95,Orange
293,Red,8.66,Mango
367,Green,8.01,Mango
658,Orange,17.57,Papaya
272,Red,9.45,Mango
331,Red,10.51,Mango
1026,Brown,16.91,Coconut
112,Yellow,4.38,Banana
1563,Brown,17.07,Pineapple
260,Green,11.95,Mango
188,Orange,6.11,Orange
140,Yellow,4.97,Banana
1438,Yellow,11.9,Papaya
17,Pink,2.9,Lychee
10,Green,1.93,Grape
104,Yellow,4.49,Banana
135,Red,6.12,Apple
1083,Brown,14.38,Pineapple
275,Orange,7.28,Orange
146,Red,8.7,Apple
1011,Brown,16.22,Pineapple
8,Green,1.14,Grape
345,Red,10.28,Mango
287,Orange,6.41,Orange
2982,Green,20.45,Watermelon
197,Red,8.58,Apple
2061,Green,23.29,Coconut
13,Purple,1.87,Grape
19,Pink,2.32,Lychee
19,Pink,2.48,Lychee
1247,Green,17.46,Coconut
948,Orange,13.6,Papaya
151,Orange,8.67,Orange
148,Yellow,4.8,Banana
2038,Green,24.66,Coconut
878,Green,19.14,Papaya
395,Yellow,8.75,Mango
2552,Green,22.83,Watermelon
123,Yellow,4.64,Banana
545,Yellow,13.26,Papaya
3743,Green,28.38,Watermelon
255,Orange,6.62,Orange
5,Green,1.07,Grape
25,Red,2.48,Lychee
24,Red,2.62,Lychee
2317,Green,24.59,Watermelon
122,Yellow,3.58,Banana
1395,Green,23.94,Coconut
1269,Orange,11.41,Papaya
14,Purple,1.45,Grape
20,Red,2.33,Lychee
15,Red,2.33,Lychee
24,Red,2.62,Lychee
1681,Brown,15.88,Pineapple
23,Red,2.34,Lychee
250,Orange,8.6,Orange
18,Red,2.72,Lychee
4724,Green,22.88,Watermelon
17,Red,2.48,Lychee
20,Red,2.04,Lychee
1689,Brown,15.41,Pineapple
4286,Green,21.62,Watermelon
247,Orange,6.31,Orange
1023,Brown,13.81,Pineapple
9,Green,1.19,Grape
17,Red,2.94,Lychee
1086,Brown,16.88,Coconut
305,Yellow,8.43,Mango
945,Green,12.47,Papaya
9,Purple,1.35,Grape
4851,Green,23.21,Watermelon
230,Orange,9.72,Orange
22,Pink,2.87,Lychee
108,Yellow,3.17,Banana
390,Green,10.81,Mango
129,Red,7.96,Apple
235,Orange,7.31,Orange
22,Red,2.9,Lychee
1826,Green,16.96,Coconut
94,Yellow,3.66,Banana
350,Red,11.4,Mango
1891,Yellow,19.31,Pineapple
1306,Brown,18.7,Coconut
1271,Green,16.63,Coconut
24,Pink,2.82,Lychee
1177,Green,12.04,Papaya
91,Yellow,4.33,Banana
156,Orange,7.13,Orange
535,Yellow,19.08,Papaya
7,Purple,1.99,Grape
178,Green,8.1,Apple
15,Green,1.13,Grape
995,Orange,10.25,Papaya
328,Red,11.69,Mango
5,Green,1.63,Grape
4913,Green,22.46,Watermelon
1600,Brown,24.86,Coconut
12,Green,1.97,Grape
130,Red,6.32,Apple
23,Pink,2.58,Lychee
174,Red,7.0,Apple
120,Yellow,4.32,Banana
110,Yellow,4.66,Banana
2192,Green,24.47,Coconut
120,Green,8.46,Apple
150,Yellow,4.37,Banana
24,Pink,2.76,Lychee
209,Orange,9.13,Orange
1691,Brown,12.95,Pineapple
1739,Yellow,13.35,Pineapple
17,Pink,2.29,Lychee
198,Orange,9.79,Orange
1468,Green,20.4,Coconut
2389,Green,16.01,Coconut
16,Pink,2.8,Lychee
2359,Brown,16.32,Coconut
300,Orange,7.14,Orange
155,Red,6.24,Apple
1661,Brown,19.01,Pineapple
193,Red,7.68,Apple
1553,Green,22.6,Coconut
230,Red,10.61,Mango
87,Yellow,4.83,Banana
1147,Yellow,19.69,Papaya
13,Purple,1.11,Grape
1055,Yellow,13.49,Papaya
4264,Green,27.63,Watermelon
4402,Green,22.8,Watermelon
3771,Green,26.14,Watermelon
290,Orange,9.94,Orange
889,Green,17.65,Papaya
24,Pink,2.95,Lychee
2420,Brown,16.85,Coconut
13,Green,1.46,Grape
158,Orange,6.2,Orange
204,Orange,7.71,Orange
11,Green,1.47,Grape
9,Green,1.27,Grape
9,Green,1.71,Grape
1011,Green,14.39,Papaya
87,Yellow,3.14,Banana
242,Orange,9.59,Orange
143,Red,6.35,Apple
1068,Yellow,11.23,Papaya
4091,Green,23.56,Watermelon
19,Red,2.51,Lychee
126,Green,6.55,Apple
254,Orange,7.64,Orange
